transaction_id,customer_id,timestamp,channel,amount_src,device_id,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud
8fe20fa1-61c3-4eae-a3ed-160718e0b209,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-07 09:07:42.468549+00:00,mobile,61.27,3deb41ac-8c17-4c96-b1e9-24c67ea0de90,FALSE,218.149.36.208,US,FALSE,0.223,enhanced,367,0.939,0,0.176,0,0,0,0
028a1dc3-fc09-4c4e-a5a8-63e05aa01c60,c6d6f094-e982-46d2-8c1b-12d3af4a4bb9,2022-10-07 10:10:25.468549+00:00,web,146.2,589a6f0a-9d8f-439b-acbe-306e18fd39f2,FALSE,234.129.149.119,CA,FALSE,0.258,standard,172,0.881,0,0.199,0,0,0,0
4a8a5f43-683e-4f80-9d7a-f4cdcb614dfc,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 11:46:35.468549+00:00,mobile,291.49,1be5f240-7bfe-45c1-a58d-624b05c0f83f,FALSE,206.237.16.196,UK,FALSE,0.064,standard,4,0.892,0,0.407,0,0,0,0
b125b83b-b613-427a-b145-cd1075f096cf,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 15:52:25.468549+00:00,mobile,307.68,32a0bc21-a7f6-42ae-b05c-b5a3d1064a01,FALSE,53.200.160.111,US,FALSE,0.931,standard,263,0.522,0,0.223,0,0,0,0
4793bd44-98b0-465d-915a-bda5f479fe66,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 16:33:27.468549+00:00,web,93.99,157a9d9a-4a9f-4dd8-af38-faa2abec7f1e,FALSE,48.92.244.30,UK,FALSE,0.197,standard,4,0.892,0,0.407,0,0,0,0
728173a7-40bb-4543-a0e6-cc4846aac077,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 00:05:48.468549+00:00,mobile,126.01,e3b51fb0-e017-4684-b2f1-99cf68467520,FALSE,180.160.210.98,UK,FALSE,0.483,standard,4,0.892,0,0.407,0,0,0.05,0
d36a0593-5a44-4174-a5ed-cc7317bc8524,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2025/13/40 25:61:00,mobile,165.91,afdb5305-32ba-43d8-857b-7240ba5b11a1,FALSE,190.205.8.68,US,FALSE,0.424,enhanced,367,0.939,0,0.176,0,0,0.1,0
b15a08b2-a696-4d1c-af31-15e072649b4f,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-08 01:50:06.468549+00:00,ATM,115.49,11c1a739-b3c6-4f24-a2c3-fd7151bf18f7,FALSE,42.26.120.218,CA,FALSE,0.392,standard,853,0.83,0,0.29,0,0,0,0
e4a98c21-e74d-4954-83f6-f758a1dfdc0e,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 03:10:02.468549+00:00,WEB,46.51,e9691d75-9094-4ab8-8e4b-2c6d1b692eab,FALSE,28.194.238.189,UK,FALSE,0.368,standrd,4,0.892,0,0.407,0,1,0,0
6979021a-94d5-4834-a1dc-e35e2b4ce4db,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-08 07:56:33.468549+00:00,mobile,179.75,4edba70e-3d34-454d-9ce8-f835a19548a1,FALSE,245.44.232.28,US,FALSE,0.169,standard,1016,0.944,0,0.247,0,0,0,0
f38d1c57-3dd4-433e-a3cd-c07f4ec25304,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-08 08:19:24.468549+00:00,web,254.28,ff15b1b0-c6a7-4bd1-8ba7-a892d37c8d02,TRUE,56.105.104.32,US,FALSE,0.378,standard,1018,0.784,0,0.087,0,0,0,0
c9a639e1-2539-4901-b525-fd70ce0f7607,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-08 13:33:03.468549+00:00,mobile,102.54,3c27e832-cb50-4fc5-b782-ec97f6a5d50c,FALSE,220.126.156.148,UK,TRUE,0.478,enhanced,367,0.939,0,0.176,0,0,0,0
af10ed77-e5e8-48b1-8111-ad48872985ac,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 14:19:34.468549+00:00,web,146.41,6bd0a6a0-6b99-47de-8833-e05cd3c7a119,FALSE,170.75.234.234,US,TRUE,0.336,standard,4,0.892,0,0.407,0,0,0.05,1
8f6cc82a-6c78-4fba-a2fc-d5be58332800,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 15:47:11.468549+00:00,mobile,400.46,f024f4a2-cb65-4a26-8a06-15c7ba640cda,FALSE,168.43.117.200,US,FALSE,0.199,standard,147,0.551,0,0.391,0,1,0,0
3668fb94-6bb7-4523-8c80-0d54d4d21f28,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 16:11:22.468549+00:00,mobile,240.72,52f1b397-175b-44a6-8967-3d129ac5722c,FALSE,50.62.207.112,US,FALSE,0.289,standard,147,0.551,0,0.391,0,0,0.1,0
b489474c-b729-4759-86e9-51778ddea385,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-08 20:45:48.468549+00:00,mobile,255.06,b823bda8-e2a3-4541-a8d3-ae59fc963dd7,FALSE,,,FALSE,0.53,,263,,0,0.223,0,0,0,0
791a4a5f-12b8-4514-9ed8-e033138933f1,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 22:50:04.468549+00:00,web,93.5,e3f48a04-25b8-44f3-9991-3b808fb7c32f,FALSE,163.204.46.222,UK,FALSE,0.42,standard,4,0.892,0,0.407,0,0,0,0
37acea94-2ecf-4cba-bf3a-a2b418a02300,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 08:57:10.468549+00:00,web,67.19,16e4b1b1-a590-45cf-b154-6b8edbcf0dbd,FALSE,71.133.231.78,CA,TRUE,1.2,standard,263,-0.1,0,0.223,-1,0,0,0
5e82666b-f1ee-4e6d-81e1-44a5515cec16,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-09 12:35:28.468549+00:00,mobile,1071.92,620d99ab-a100-4622-8e08-756997cfe7ed,FALSE,252.185.23.99,US,FALSE,0.228,standard,298,0.336,0,0.166,0,0,0,0
1b544fb7-8ba5-491c-9978-bce1e4b3733a,0bac0b84-4f9e-48e5-ae83-1d4ab38944ea,2022-10-09 13:13:09.468549+00:00,web,9997.3,a76a7704-7b4a-42fd-b86c-d01137fc44ec,FALSE,170.210.141.100,CA,FALSE,0.108,enhanced,63,0.853,0,0.13,0,0,0,0
5a93c511-6381-41f8-90bb-79002633e334,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-09 13:43:14.468549+00:00,web,314.46,37c3f9d4-a89c-44fe-a45b-fa3500473e8c,FALSE,63.178.168.159,CA,FALSE,0.583,standard,947,0.625,0,0.268,0,0,0,0
e5a47731-9cc7-4c2f-b17d-06bb3cab4af5,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-09 14:04:43.468549+00:00,mobile,925.39,45f785dd-06af-4662-9d74-1916a57f0e4d,FALSE,199.17.240.229,UK,FALSE,0.267,standard,4,0.892,0,0.407,0,0,0,0
513a7286-4258-43ae-ad46-e7e03ac32f70,7795eb78-a695-44b8-932b-0217a5085912,2022-10-09 18:22:26.468549+00:00,web,115.25,c781533f-f681-4216-8fbe-dff57953d6dc,FALSE,102.236.167.207,CA,FALSE,0.468,low,615,0.515,0,0.355,0,0,0,0
4662cb2d-21b2-4390-ba38-5a1eddebdc7c,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 20:21:25.468549+00:00,mobile,152.75,9f5cc9be-f9f0-4911-bdc4-d9e4c8a871fa,FALSE,194.179.17.152,US,FALSE,0.328,standard,263,0.522,0,0.223,5,5,0,0
9e65b86a-a961-4aa8-9600-32755b470863,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-10 08:15:05.468549+00:00,web,71.62,5d50d365-78a1-4c01-a838-9447ad15e0d1,FALSE,229.68.186.85,US,FALSE,0.129,standard,1016,0.944,0,0.247,0,0,0,0
811e840c-2653-4b76-a35f-3aa357dc6c2b,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-10 09:26:44.468549+00:00,mobile,509.65,cdedfc0f-2dec-47d5-a464-1bd8255aa493,FALSE,67.186.34.7,US,FALSE,0.504,standard,147,0.551,0,0.391,0,0,0.25,0
c42328f0-a715-472d-b261-61edc7ae5dd0,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-10 12:06:38.468549+00:00,mobile,190.42,bad152b7-36e0-4613-820d-bec469406d0c,FALSE,102.188.190.205,US,FALSE,1.2,standard,298,-0.1,0,0.166,-1,0,0,0
68647c97-d250-415d-98a8-ee10cff1eebb,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-10 20:33:00.468549+00:00,ATM,111.18,ac1e9c5c-dbff-431e-8d79-e5c90d1b9fff,TRUE,138.106.43.124,UK,FALSE,0.327,standard,4,0.742,0,0.407,0,0,0,0
4f87cfb4-c996-45f9-9120-67f2d0e90149,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 01:41:19.468549+00:00,mobile,499.76,e70db499-19e1-4927-b04f-3ebfcf62e33c,FALSE,5.113.153.227,UK,FALSE,0.31,standard,4,0.892,0,0.407,7,7,0,0
780f4937-b26a-4642-aae7-aa04733c4f56,bf818924-c43b-4e91-8dd4-fbb71d30833a,2022-10-11 05:06:23.468549+00:00,web,442.22,ed50a56d-7958-4fd7-91bf-c837a0f43627,FALSE,207.9.33.77,US,FALSE,0.395,standard,830,0.799,0,0.102,0,0,0,0
d66c4718-43dd-4af8-a2da-fbfa3c393731,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 05:25:12.468549+00:00,web,158.26,200eb9e6-5438-495c-a6e4-837c7030c13e,FALSE,192.135.153.138,US,FALSE,0.568,standard,263,0.522,0,0.223,0,0,0,0
579f4b32-eb9a-49a6-8738-e349e6cea441,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 06:00:55.468549+00:00,mobile,168.22,d84c7493-1dd3-4d31-88b9-80cf23430395,TRUE,199.4.153.12,UK,FALSE,0.973,standard,4,0.742,0,0.407,0,0,0.05,0
26094f17-203a-4282-8548-e7eb45589e18,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 07:05:00.468549+00:00,mobile,147.9,a310d9dd-6dee-4c19-aceb-48f6439d1f1f,FALSE,118.117.15.215,US,FALSE,0.394,standard,263,0.522,0,0.223,0,0,0,0
47d17a1c-e587-4ff2-a437-d4d2c0d00417,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-11 08:50:19.468549+00:00,mobile,42.13,11dd6bad-3096-4efc-bf90-b747ed2dce20,FALSE,60.165.154.6,US,FALSE,0.2,standard,1016,0.944,0,0.247,0,0,0,0
9febfaca-b31b-44e8-95e2-afe7c8260e29,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-11 12:43:29.468549+00:00,mobile,144.6,5eea9c6c-502d-46f3-9ba2-720a8700d691,FALSE,100.224.134.59,US,FALSE,0.235,standard,1018,0.934,0,0.087,0,0,0,0
da11f3dc-1ad5-4c40-b581-be657076ed96,7795eb78-a695-44b8-932b-0217a5085912,2023-01-14 15:40:15.468549+00:00,mobile,300.19,c781533f-f681-4216-8fbe-dff57953d6dc,FALSE,52.129.237.158,CA,FALSE,0.599,low,615,0.515,0,0.355,0,0,0,0
27608ef1-2ecc-4b52-84e6-e64da3250043,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:07:45.468549+00:00,web,103.83,21f5744c-01eb-4516-b0c0-e705a67dd5a7,FALSE,208.146.129.251,US,FALSE,0.341,standard,298,0.336,0,0.166,0,0,0.1,0
c3a5277c-3e69-4419-8c17-e45e3e3b7ccb,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:15:46.468549+00:00,mobile,117.63,798393b1-8cd2-40ae-99a0-7bb7dc3f4008,FALSE,122.199.184.144,US,FALSE,0.269,standard,298,0.336,0,0.166,0,0,0,0
eaaf5ca1-4343-4c98-9b8f-18608bd49ef8,d63571e6-4a0b-4339-9d12-3dd2f2c07d13,2022-10-11 16:18:27.468549+00:00,web,232.19,479b87e2-7354-400b-a498-5af4ac64ef5d,FALSE,84.74.134.3,CA,FALSE,0.194,standard,564,0.658,0,0.4,0,0,0,0
0f13554d-2407-4a8b-9e88-e26ff30deb60,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-11 16:53:00.468549+00:00,mobile,183.95,31829048-598b-409b-9b53-978263e7754b,FALSE,242.1.90.228,US,FALSE,0.137,enhanced,367,0.939,0,0.176,0,0,0,0
de1688bc-3b51-47fd-964c-ab23dba8e2af,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 22:21:22.468549+00:00,ATM,125.6,b7ba213b-4c89-4c17-a72c-983df2b77957,FALSE,42.142.98.175,US,FALSE,0.422,enhanced,257,0.894,0,0.257,0,0,0,0
f23a0d7d-d6ff-444c-bf40-e1b866f6dc5c,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 23:39:22.468549+00:00,mobile,147.99,ad56468e-1d39-4c1b-b372-9747f9c4f399,FALSE,176.175.58.221,CA,TRUE,0.416,enhanced,257,0.894,0,0.257,0,0,0.1,0
9258af27-3613-41a8-9267-5d8470930cf2,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-12 03:49:06.468549+00:00,web,193.57,af8452d1-9223-48f9-ae5f-2fbaa96c5188,TRUE,7.83.102.222,UK,FALSE,0.366,standard,4,0.742,0,0.407,0,0,0,0
78147049-c3ad-48cc-bc1e-8563b75c68bf,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-12 04:11:47.468549+00:00,web,57.84,f44c9417-49d7-4be1-bc60-f59584f28cd4,TRUE,13.232.130.190,US,FALSE,0.337,enhanced,257,0.744,0,0.257,0,1,0,0
1b5ca03f-8c61-47fc-9005-69f9f6e80641,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-12 08:33:52.468549+00:00,web,130.13,1116845f-d9e9-4194-bf8c-9ab64d4dcaf8,FALSE,154.171.88.114,US,FALSE,1.2,enhanced,257,-0.1,0,0.257,-1,0,0,0
30607163-9671-448b-aa60-ab8961444816,bf818924-c43b-4e91-8dd4-fbb71d30833a,2022-10-12 09:27:22.468549+00:00,ATM,55.96,a7a5e08b-847f-4681-b041-685c540e9125,FALSE,146.24.153.114,US,FALSE,0.254,standard,830,0.799,0,0.102,0,0,0.2,0
8348009f-a8e7-43d6-8093-e7e7be7ffd4d,7795eb78-a695-44b8-932b-0217a5085912,2022-10-12 14:25:16.468549+00:00,web,72.1,6e25ed30-696f-4f77-bab4-5d83e9ec9ca7,FALSE,101.69.186.100,CA,FALSE,0.236,low,615,0.515,0,0.355,0,0,0,0
5f866299-a2d3-42d2-987e-0bdc97297bcc,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-12 15:36:15.468549+00:00,mobile,121.49,fea688e8-fc0b-4eae-b389-fa62411aa613,FALSE,219.18.107.201,US,FALSE,0.413,standard,147,0.551,0,0.391,0,0,0,0
1f481002-d87c-4f1a-a784-ec5c21ec04b2,4cfe5cbc-d677-49bc-8739-b1d05f351250,2022-10-13 00:56:51.468549+00:00,web,238.54,dad856e7-8e75-4b79-a865-8b0ecfec1d9b,FALSE,72.250.68.177,UK,TRUE,0.417,low,616,0.702,0,0.361,0,0,0.1,0
e69d481f-2ee3-4621-a58a-73fec8c63eca,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-13 03:17:46.468549+00:00,ATM,385.27,eb35b446-a716-4502-bb52-e92295c72be8,FALSE,165.110.247.200,US,FALSE,0.458,enhanced,367,0.939,0,0.176,0,0,0,0
12a1588f-28ad-4d64-9cb4-71e15dd52416,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-13 04:26:51.468549+00:00,mobile,92.88,eb44f003-4681-4f8d-aa39-39e70cfcde19,FALSE,222.117.28.222,US,FALSE,0.148,standard,298,0.336,0,0.166,0,0,0,0
8f522484-603d-4f6a-8af3-202673390e33,dd0a98a5-c71b-425e-a0b0-6ff81d1ccda2,2022-10-13 19:43:56.468549+00:00,web,191.16,2f76aa10-1e6f-46c5-b632-c1ca4a324f3b,FALSE,214.36.85.219,US,FALSE,0.529,low,415,0.568,0,0.304,0,0,0,0
dad94aa0-9625-4aed-b152-ffe64e1e8258,140d2232-ee97-4934-81aa-9e5c323d7c6f,2022-10-14 05:25:12.468549+00:00,mobile,113.48,f88d5270-4bb5-4a23-b30a-1067eb941a69,FALSE,73.242.94.168,CA,FALSE,0.147,low,824,0.607,0,0.282,0,0,0.12,0
